caseId,term,dateDecision,issue,issueArea,category,mappingStatus,sourceRelease,sourceRowSha256
1947-016,1947,12/22/1947,120010,12,OTHER,residual-area,SCDB_2025_01,70f27f352a37427176a05068ed1ace436e7c479f5c18a2292b245290a2e038ee
1947-017,1947,12/22/1947,10400,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,f05dd405164e6daf691e1c8decf63542cde0ff0bd4efb8bed0a265c9a24a1a3d
1947-018,1947,12/22/1947,10280,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,30db9df785025e673b68ed7b7f68ff657b3efe9ec2b329ebb6c12b0d97713201
1947-019,1947,1/5/1948,90110,9,OTHER,residual-area,SCDB_2025_01,99904d800a9f60c4c2f754ad80fd985cd771180e94e494d15ee64cd87589ce2f
1947-020,1947,1/5/1948,10400,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,0eeb19f96dae7ffb9c7b5e3b3e64239842ce9ad6c02d3581ea63ca3ea07155d1
1947-021,1947,1/5/1948,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,bc056ca7ab723e9ffaaebb4e467a3bbf3ebcdb867a356f80b73dcc574483b1cd
1947-022,1947,1/12/1948,10010,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,d41028e76ca000fde7790572c6f868387efc5c0b66456e98a2637cdfaf95c3bf
1947-023,1947,1/12/1948,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,6ed1bc4bc77150f2d285a7f800ab2a7f2078791a90f33abbace1d85a7956c742
1947-024,1947,1/12/1948,20050,2,EQUALITY,issue-area,SCDB_2025_01,4b83cfa19e151e7ae0db57b4aafdd6cf8b235ab304c4db23bd8f92abb4d77504
1947-025,1947,1/19/1948,20040,2,EQUALITY,issue-area,SCDB_2025_01,ef9f53bedcb9bd689f2fecef8db15c446660f7ee4a90ca7c9b31a4b345b6c6ce
1947-026,1947,1/19/1948,80170,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,612a551e95c6d48378506090891e53fee9bbadbc54475c54c31a26d34f80a194
1947-027,1947,1/19/1948,10120,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,2166bb663bed7a7fd3a62cd9fc2d3827fb238bd95a0864d900d59e4ed7e410e3
1947-028,1947,1/19/1948,10010,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,7c109833a492d1a5cb45c2d3f32501f6419da7cc386291376272fcec71ba5d69
1947-029,1947,2/2/1948,20240,2,EQUALITY,issue-area,SCDB_2025_01,7ce5229ddaacb3575eda109dc44ec36acc3e1887ef4893acb24c6046635e4aa5
1947-030,1947,2/2/1948,20110,2,EQUALITY,issue-area,SCDB_2025_01,d083456f0717c13af4539a01f627f8a34e77f991047ec53540211aafd78719ea
1947-031,1947,2/2/1948,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,3d1912f0729de5b413d67644eeb8da3b33ea1db9f53bb9e10d89525b7ed68517
1947-032,1947,2/2/1948,10410,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,08849d7f7dec1bbdd2ba17194ed476aac4c8fe170967c140a5d907eca9a14a2f
1947-033,1947,2/2/1948,20040,2,EQUALITY,issue-area,SCDB_2025_01,767730d645591081d8328d45b75d982e94ba99043e7c3a0d1df161536ed439a1
1947-034,1947,2/9/1948,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,f93ab774e42c86e2efc985030261731faaaca4778caaaf6b13b0748f40fbe79a
1947-035,1947,2/9/1948,10080,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,752481dfe50adc46eda3522ae9b84fb7cac2f8a0185fca79baa44e9817d7aad8
1947-036,1947,2/9/1948,90190,9,OTHER,residual-area,SCDB_2025_01,8e3020ec5dade135dc38352a011946f9888b7a61d76415dfa8c0c2295db5db91
1947-037,1947,2/9/1948,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,38c2b07ad10d3468fe580fbabf6d6d38121fe4912005235ee2eac9a4e5efc9aa
1947-038,1947,2/16/1948,80110,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,7c562eb0d0812e67d43fe96beb5d42936f5480dc9494b73f40a2f71f7db15128
1947-039,1947,2/16/1948,80180,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,7d272d8e138360d7b606fd903ee55114d32af3a6c14903cb988f0b82e78bdc85
1947-040,1947,2/16/1948,40070,4,OTHER,residual-area,SCDB_2025_01,ae6d3e724ddee23222a7448f4f00d9027db5a54147637db83fbd00d22247a0d0
1947-041,1947,2/16/1948,20050,2,EQUALITY,issue-area,SCDB_2025_01,93b4f1ce4a6791d603ff8e8f972f1e571bac876343d60e4cdc1d3925bbee94c2
1947-042,1947,3/8/1948,90320,9,OTHER,residual-area,SCDB_2025_01,ca409687a2ca12c092a2148e747231dd866cf6cb7d5c6d910c4143461f45bc8e
1947-043,1947,3/8/1948,90140,9,OTHER,residual-area,SCDB_2025_01,0f024d9087436289db66651bcec6f07a867596d8e4051f14569b842092a8f6a8
1947-044,1947,3/8/1948,80220,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,c61e84bade91fa58f4bfe28a263a3ca20c4055b91da2effafab152b6a6f94855
1947-045,1947,3/8/1948,30020,3,SPEECH,issue-area,SCDB_2025_01,052f2d4603ad0ca83864014aab1b3237a303ddf4380345f4a4b7cc82ae627f8b
1947-046,1947,3/8/1948,40010,4,OTHER,residual-area,SCDB_2025_01,8ca9481870ed379bb64dfca412d57403d644341464655dfa362cbd1cbbe31f63
1947-047,1947,3/8/1948,30180,3,SPEECH,issue-area,SCDB_2025_01,d472140d7d513954b63e133fa84f9e85f2311e30b029a8c6ab6e20f2b8543165
1947-048,1947,3/8/1948,10080,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,8a7ff2b032c8bb4f74e19b57f101a21b590ec14b2082025437b21b1e6c1ecc3f
1947-049,1947,3/8/1948,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,ff52173b61e838ca9fdf127cdcdf72530d57ec337209cef75d572f4c898e7314
1947-050,1947,3/8/1948,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,b2ad1b1bafb99cf091a91d9d713f2f140155a16778cd43150e4bdf0a0a6c46c6
1947-051,1947,3/8/1948,20250,2,EQUALITY,issue-area,SCDB_2025_01,017d1b0e0c296f70dadc2a14c42c8bc6cdf1ed430674ac368029750869c12682
1947-052,1947,3/8/1948,10550,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,1a876a7d852bf1b06ddc9fec69e13163e66a48de5930a0f678bfbec86468529b
1947-053,1947,3/15/1948,90320,9,OTHER,residual-area,SCDB_2025_01,ad3d14bdf77abbedd4681365093424c2db29a42983f6d96b0106f7b54c8a1754
1947-054,1947,3/15/1948,70200,7,OTHER,residual-area,SCDB_2025_01,100d33adaa90faac9fc853b0ecf1e28f22dc0ea00549e8340577a2df00d7a085
1947-055,1947,3/15/1948,80070,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,fe935f9a911e3167a38322ff0b4d254ad701752d8449bb06807659a4749477df
1947-056,1947,3/15/1948,80170,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,40a654b2a3e2ef6f8b4303eb960912f1f71f6fe65cd8fd48842116290eb77e1b
1947-057,1947,3/15/1948,10480,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,ae3d0d5318347d56c843c6e3fdb2b2a7276434533217d11418eb4f17301023da
1947-058,1947,3/29/1948,120010,12,OTHER,residual-area,SCDB_2025_01,e5abbe4d9f2aa4ed6a04c238df64f312050f56228d9f7865d202e84c43c8da55
1947-059,1947,3/29/1948,30010,3,SPEECH,issue-area,SCDB_2025_01,f347fcd3d0ec21dd94f92de9a1af382953db665deecfef4cd6357fd8fef57488
1947-060,1947,3/29/1948,80110,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,c81e50d18a41edd4cf04ebaee467e7c62a1cee0fa3e109b182c2292ac619af73
1947-061,1947,3/29/1948,20040,2,EQUALITY,issue-area,SCDB_2025_01,007a1df43326687970273c93d37c72b21d1e2bab61f661089a387b0e4c0c7450
1947-062,1947,4/5/1948,40010,4,OTHER,residual-area,SCDB_2025_01,6a097b88ccc593eb91387443e9f189be212179d209046401b976c617bf83902c
1947-063,1947,4/5/1948,20150,2,EQUALITY,issue-area,SCDB_2025_01,703c16ff26737ff8fbeabaf9aaa3c948054f3b850bcd9250010381e88738a209
1947-064,1947,4/5/1948,90460,9,OTHER,residual-area,SCDB_2025_01,4009ec10d53cab57ab3cf28e7d9b5ec414d4ed1cef087ac7c8dbe5e2eeff2b6f
1947-065,1947,4/19/1948,120030,12,OTHER,residual-area,SCDB_2025_01,89cb54bd2eae7cdad1b7f8ec2bb63b68ca22c3b2d85e4c846c0374b215371826
1947-066,1947,4/19/1948,10120,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,4e0a0a28c6bf525f74414e40db4b645fbb48ff1ae8a0c0b5f814dd0b03372f65
1947-067,1947,4/26/1948,40010,4,OTHER,residual-area,SCDB_2025_01,da65be338f1287072d20f81e8c10c5a9cb175623590fc65b63275800abb2d012
1947-068,1947,4/26/1948,10220,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,cf8a67eb0480cc6fa2d08c5a2597694173ccce294bda18ecbde236889ddc2df1
1947-069,1947,4/26/1948,80220,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,6ade5fac67deddc41df291f2e86bbf44724d0ca32e7946c152a600375d6d8402
1947-070,1947,4/26/1948,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,a5e7a40d0369674f596a72cc1a74f74b54e0494e71651233fbc584f8b4b45226
1947-071,1947,4/26/1948,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,f4ffa2367a64b86383f1fd52ea00dfa9a468544968eaefabcc94cdf990bc095e
1947-072,1947,5/3/1948,20040,2,EQUALITY,issue-area,SCDB_2025_01,234c9b8541b100323cef51c1268b7c23b453d17d49197f0fdffce60bf396a281
1947-073,1947,5/3/1948,20040,2,EQUALITY,issue-area,SCDB_2025_01,c1a328e8f492578f27a537e123a5fb8aaa8c2b454035e02fad78ba532dab1055
1947-074,1947,5/3/1948,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,d11f560722f5707f2080ebafc99cdfc6deaa3586e6f0dec13faae088f0d3b12c
1947-075,1947,5/3/1948,90380,9,OTHER,residual-area,SCDB_2025_01,635bec301f884b3f1a25772a3a5719fc0279c71048572e80feec05a11678a5d0
1947-076,1947,5/3/1948,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,1eb83ff969d398d7d497d7ea142ded54284872a0c7b339fd0be1975e1e068241
1947-077,1947,5/3/1948,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,67331862ded6376e4d318d3eebd2126b1354c5a2660ebb8941edfb0285c3951e
1947-078,1947,5/3/1948,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,97a70d120e689602ee38514799c3f73525dfe275fd30f9bc4c708c4dbb6ae7a3
1947-079,1947,5/3/1948,100020,10,FEDERALISM,issue-area,SCDB_2025_01,6f1dc1ed740020b092a17867ebc291cfcb28e44faa906818d989e56cd228af04
1947-080,1947,5/10/1948,90320,9,OTHER,residual-area,SCDB_2025_01,d893fd5290d8e2b3c7d65580f23f4b195ae7cdf90c6e626fd35fa7be0ef4b8df
1947-081,1947,5/10/1948,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,241847adc3dac75b60602369fc992a815e69a7aae53f9a00184df5df7e41e524
1947-082,1947,5/17/1948,70040,7,OTHER,residual-area,SCDB_2025_01,459ca2b9fa26a6b7dbf0da8d3a86d06e782adcaaeb21a792365915fb03f40d1a
1947-083,1947,5/24/1948,90330,9,OTHER,residual-area,SCDB_2025_01,b103c097c69f2b4a9535b2a5b2cd9165494eecbe5b09ae5eb7665d4644b3fab8
1947-084,1947,5/24/1948,10020,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,7b61c3f4310a3c84ac04d32b22dc27b9b305740f115e41e9578826d5dc526a39
1947-085,1947,5/24/1948,10340,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,fc9505c97d26a624ed41004616071456e5917b34fa464111e52cd652c7257a5f
1947-086,1947,5/24/1948,90320,9,OTHER,residual-area,SCDB_2025_01,6a03fe17e270244c2588e807595a630c54f7fea28a39c3d593c4c7a9ecb2108b
1947-087,1947,6/1/1948,40020,4,OTHER,residual-area,SCDB_2025_01,c5b97a967c236a32b11bd4cdae13f906341f5f64fd8cd3a822c9b4ae406586a7
1947-088,1947,6/1/1948,20250,2,EQUALITY,issue-area,SCDB_2025_01,6e238b484ab41ed3fe317bab775e3fa0fe49b90fe2717391c070cf074422f88a
1947-089,1947,6/7/1948,40060,4,OTHER,residual-area,SCDB_2025_01,b6cf9efaf54d037560699fd032ac50ffa74e44dca6a7c7c8f300728753c1e19f
1947-090,1947,6/7/1948,40060,4,OTHER,residual-area,SCDB_2025_01,de1800fa033c716ec07e3932c7d543f4afc3cb0f71789b3754daa5a25dfdcfb7
1947-091,1947,6/7/1948,20220,2,EQUALITY,issue-area,SCDB_2025_01,491c63e985d718f53df170a4423c9e853606809076f70a6b8d69382da6eaed04
1947-092,1947,6/7/1948,20120,2,EQUALITY,issue-area,SCDB_2025_01,fe51450c6b2605d046fff1a6aa89ddc5a8e94646e531503b8d11a18eb7aead98
1947-093,1947,6/7/1948,10130,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,c447c25340784bc258b9a9ae468f152d500d27325dbfcbba2753a1c28e8b234d
1947-094,1947,6/7/1948,70040,7,OTHER,residual-area,SCDB_2025_01,928e7da8a1090d03d6bfdd070459a4f62b6fd3b8093a134d77738ec2dd0d745d
1947-095,1947,6/7/1948,80020,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,85150a444336a022e91f1cc4d54b719f044e245e15ed78ddcf945924efe0da00
1947-096,1947,6/7/1948,110030,11,FEDERALISM,issue-area,SCDB_2025_01,f8832c3eabb6e13ee2117e605a3b2d1cb7f69089792bdf97aa5a91f9b3391604
1947-097,1947,6/7/1948,110030,11,FEDERALISM,issue-area,SCDB_2025_01,3e79aef1cc1c720e9f6e227328751638203074af082c12790c680fe7421530a6
1947-098,1947,6/7/1948,30010,3,SPEECH,issue-area,SCDB_2025_01,84cf3d2b8c9638f51fa22f5144c3ef02f23e6601308a1c392e69c91ed0bfb181
1947-099,1947,6/7/1948,90140,9,OTHER,residual-area,SCDB_2025_01,0367066dc594494ecd86f8162f86645bfecb00693579a1c0b1dc792f40e1ac83
1947-100,1947,6/14/1948,20250,2,EQUALITY,issue-area,SCDB_2025_01,59191d7e5efd20cf7019e66bc36168916f4dd16a4e376ca457df7e44c3d77358
1947-101,1947,6/14/1948,40070,4,OTHER,residual-area,SCDB_2025_01,ab19341a7341d348141c2a1aa8ff417fd949512edf93c7881f4e6f3e408f8b2e
1947-102,1947,6/14/1948,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,fdb502a5f35eab747898f98442a194cb8c394005a8bbb4ba01a68495434db617
1947-103,1947,6/14/1948,90040,9,OTHER,residual-area,SCDB_2025_01,e57f3d38bbad262ba7f01c33f34f932e4d1016913cf423a0d676d41c1dc0db88
1947-104,1947,6/14/1948,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,6a785d10fb8423f4542c8c93ef4af4e875756bf914f4324596167f7140c96d7e
1947-105,1947,6/14/1948,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,26a93a6b51df37fd8c609101c9853663deba40d5cc9e262c27d65cea45cf297d
1947-106,1947,6/14/1948,10120,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,a3b16dd217acb9d5f35f761fc9ecc1056c17b688733c7ce879f7aa8bc231bf1e
1947-107,1947,6/14/1948,10010,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,8bbf5450ef8f7953e0e95f8395079cef3db149d49ef932c43f3dc023945d3722
1947-108,1947,6/14/1948,40070,4,OTHER,residual-area,SCDB_2025_01,3239488f6f79c793f817f63a7e370325eb45030bb4ad6e0ba7f81eeb2ff22d40
1947-109,1947,6/14/1948,90180,9,OTHER,residual-area,SCDB_2025_01,835b386e460c7edd4ef21b0e2bb775c9c70c67700bc90333fa73ab825823bd58
1947-110,1947,6/21/1948,10110,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,79bebec37c7b580f6f96868810235318741e9f24cd4e19e863a987143fdbbe2a
1947-111,1947,6/21/1948,10110,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,e7d2669ff7e67c023d46e7002b75a7028bc076d2cb064d12e175086d93d3db22
1947-112,1947,6/21/1948,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,3d1e1a7fe5e089fe18617659329e37f79d6d9d30af5e296825f09d3c09efb653
1947-113,1947,6/21/1948,80140,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,f64ea5edb601ce736dd55b55c83bac7c7b9777f61519c1daded5feb4ebd41d46
1947-114,1947,6/21/1948,20110,2,EQUALITY,issue-area,SCDB_2025_01,38583eac9970b6a67da454fe7e7040d6573316217a3345c727f5d7dc581df424
1947-115,1947,6/21/1948,10020,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,096df19672ae265568840e9ef259f9ab312e22e9fb784d7f62aaa740b21ce46f
1947-116,1947,6/21/1948,80030,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,0a2bf5ab49b8404960a05a5dbecc722c2267cd3d01ba63b411b887a4603c25b8
1947-117,1947,6/21/1948,40020,4,OTHER,residual-area,SCDB_2025_01,9eb5dbbae880fdcb1c5e07e8fd72cdde1a8e9b58bfb8b0be78afdbc9ddd71d21
1947-119,1947,5/17/1948,,,OTHER,missing-required-code,SCDB_2025_01,1063a504bbf981504432498de71b7eb42623bf5ab4a2b98ce52e62b702b68dc5
1948-001,1948,10/21/1948,20030,2,ELECTION_LAW,explicit-issue,SCDB_2025_01,9bf5420a5f905b0cae9dcef97b65f69bc61c6b2740f92ddad9f839cc841f427f
1948-002,1948,11/8/1948,80180,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,f5014b76baf539cb928a7143ee210ae3a76df5c3976b14ff4a66ddad864f5fb7
1948-003,1948,11/8/1948,90140,9,OTHER,residual-area,SCDB_2025_01,46bc560a9938703af8d20a80feff6e2a5ea001a78a6ba7e3d45fafea32b7d6b2
1948-004,1948,11/15/1948,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,0e363802fc69a889d3d81ca6e3e129557538308212b01291d808431b8454bc70
1948-005,1948,11/15/1948,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,a6922e983f015d88bcac1c2b18a7bed066408f8901f79b1c115578b6cbf6017a
1948-006,1948,11/22/1948,20350,2,EQUALITY,issue-area,SCDB_2025_01,48af586566c84079979c7f7aac47935a48e8697a8d6f9a38814cb211727201f7
1948-007,1948,11/22/1948,80170,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,706d4200b7f2cb58e9f0c51a46a893b08dc5182816b4d6a0b112aa462301fa98
1948-008,1948,11/22/1948,80170,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,57e21e7464f5c229b3abf0f0da75952067f922b7829b2738638aca1cf90c8044
1948-009,1948,11/22/1948,80270,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,dbb50d1f1b12080d03511f6fb9c10a195b947ebebee8f439db2d1d42c70d8ffe
1948-010,1948,12/6/1948,70040,7,OTHER,residual-area,SCDB_2025_01,08531a2926a88977a00b8d9de1e362c850843ddd271a38095ed138df021cd52b
1948-011,1948,12/13/1948,10010,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,adde0a459d785951fe8a8ecd5cbe1b78a724c2900717de9ea52d31460bad07cf
1948-012,1948,12/13/1948,10120,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,e764a74a3a4c948a93973fc31b7e80ec579b6fe6ac5bee7ac707a2fbb5d4ff0b
1948-013,1948,12/13/1948,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,503e028f0ff7d3267342b22875a8a764bc3391b674ec96e8104ec2fa4839c63f
1948-014,1948,12/20/1948,20140,2,EQUALITY,issue-area,SCDB_2025_01,8a3c030a890a669fa123adf637d24ca0bd6772c4462bba2a918fd59f902acfd1
1948-015,1948,12/20/1948,10330,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,3b05078e79972c027ad0292896d5ab29a669cd23df7a13751ece27287fe0da30
1948-016,1948,12/20/1948,10190,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,5e8194638e52376694108abf84c58bb14ee598d3f4a35e2f9577a4f1c18e6631
1948-017,1948,1/3/1949,80070,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,08e12ee33cb867560700724cab4bea9849dff5ec85ae064a723020c750e2a97c
1948-018,1948,1/3/1949,70030,7,OTHER,residual-area,SCDB_2025_01,726a8f192db7b8ce4c91475029b9a51b86b186910d2ea2208a5b952e1801cfa7
1948-019,1948,1/3/1949,70030,7,OTHER,residual-area,SCDB_2025_01,0b385a86b976699d0275eb65f4214f94dea30c0249f6546e0f867db2e2462186
1948-020,1948,1/3/1949,80180,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,17224ef999dc132996e0854cc9b1179ade157d83c9bfa80a863d56b62b9d6494
1948-021,1948,1/3/1949,80220,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,c59a466809debae96a971c4439c01ab8f811239a836580163d13dadc4d51b94c
1948-022,1948,1/3/1949,120020,12,OTHER,residual-area,SCDB_2025_01,0769f0f17ff80a81c773d6958ab7e02cd8eb7b6f11e285f4beb8f603b59b9c9b
1948-023,1948,1/17/1949,20280,2,EQUALITY,issue-area,SCDB_2025_01,c1a29c02047d695e3ee3c2d61be638913533a5b73e51432760400c8ec65e29df
1948-024,1948,1/17/1949,120010,12,OTHER,residual-area,SCDB_2025_01,1b1e5a7d13637f5222599b8c09719b856ac83afa76351fc2b5289b2629bb7fc5
1948-025,1948,1/17/1949,120010,12,OTHER,residual-area,SCDB_2025_01,99f5fe94071d53104678dfde8e395631bc964e5c9f38eb0e23b2901b3ff0936d
1948-026,1948,1/17/1949,80030,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,2f4e70c1aa45ead39918861ca8bbe0086383cfb7feecd91b6e3aaac82d84c375
1948-027,1948,1/17/1949,100020,10,FEDERALISM,issue-area,SCDB_2025_01,5ae6536711a6a1a5d0670bda45aa5e7b41f2723d49976f25e24b29f72d36f08d
1948-028,1948,1/17/1949,120010,12,OTHER,residual-area,SCDB_2025_01,df320b130e18a81f713eb792071beae2c7220b00ffda575ce6500530e0ee0c62
1948-029,1948,1/31/1949,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,8dcb4406359976bfcc2146d96b54f48824b3e5252cbbd0cd560a7a5efe150f8e
1948-030,1948,1/31/1949,30150,3,SPEECH,issue-area,SCDB_2025_01,3e504004918de34f0eda1271bf29ccce734f99cbfb8ee2c20c9563ac5974f255
1948-031,1948,1/31/1949,30020,3,SPEECH,issue-area,SCDB_2025_01,525b29024402471d78f0185cabd5d71a17e2207ca73451fdfe9d24c61d50d87f
1948-032,1948,1/31/1949,120030,12,OTHER,residual-area,SCDB_2025_01,b540eca6f40ada82788df453a8d97e0230653e7d4fcb251957a010f530667d1f
1948-033,1948,2/7/1949,100030,10,FEDERALISM,issue-area,SCDB_2025_01,06e0f4ec460319063292b46da99e26210dadd0c75ae2b4f69515c0eeab757d97
1948-034,1948,2/7/1949,10080,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,550f145a1fd0be4268b4f83cff420bc03186a30e4414e4929201f366d49e354c
1948-035,1948,2/7/1949,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,2c49e1cfb5ab6d0b0d55adc76616649f9d5143607f598abdf9a9ee41f8136c11
1948-036,1948,2/14/1949,120010,12,OTHER,residual-area,SCDB_2025_01,572a44b5bf07479d3919272427b3019ef4b939840d0592bde4dfa1c7b386316a
1948-037,1948,2/14/1949,10080,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,292a6cee5eb6e3020caa49049ea7f8563f13b342279a63d597ac50fa1933edd2
1948-038,1948,2/14/1949,80070,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,454deafe145eba88e0ba831f0dcd904356a1854c9dd66127df79698123b413e9
1948-039,1948,2/14/1949,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,79d69233d7e0b0daafce41e9c3513dc2b3ecd76342d9f34835e4125081965569
1948-040,1948,2/28/1949,20250,2,EQUALITY,issue-area,SCDB_2025_01,389bafc7dd4ed66d5716f40811d634c68384fe022d404958500d3046b773b233
1948-041,1948,2/28/1949,80110,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,d4c98832bc207f732b6f7bea986e15dd1f347f95bbbb9bd6af7f72bf0641f84b
1948-042,1948,2/28/1949,40070,4,OTHER,residual-area,SCDB_2025_01,de17b9b88af9e43ba47b719f2d9931364483e9c507ddd5815faeced145b6bc5c
1948-043,1948,2/28/1949,70110,7,OTHER,residual-area,SCDB_2025_01,eb2e6ec1c9586cb1b4cdad8347685e58117644c4e69a063ee495b7913db23375
1948-044,1948,2/28/1949,80180,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,2fbb7932776c40b6f3bafd29061ac3e04edf23dd9a3254c5830175eaf6982f94
1948-045,1948,3/7/1949,70040,7,OTHER,residual-area,SCDB_2025_01,67f5b99b77ee84f089825b25101bb549ba67bbc574ac945d621c925c3f482c40
1948-046,1948,3/7/1949,100020,10,FEDERALISM,issue-area,SCDB_2025_01,c027e47aa873d49aaedc6b7a29df9c98613b4d2b09a68da5352d42461eaa796c
1948-047,1948,3/7/1949,80030,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,1ae7a7534a2ba47de35a5e73d0e4cf82f3456cd51f740793acd4d6251706ad33
1948-048,1948,3/7/1949,100060,10,FEDERALISM,issue-area,SCDB_2025_01,2f32014c46cf991c61dabe87f4872251c0aa73cc4c14f59136c8e890c1168a9d
1948-049,1948,3/14/1949,90340,9,OTHER,residual-area,SCDB_2025_01,ca4cf48d39045d78d4082a29d277e6d833c7b01c6bda03dddbdbcf92ef04e3dc
1948-050,1948,3/14/1949,80070,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,f288e3735bc8f76a4d04334a40095c24e2bc23e220d3e018e778c1b275d17283
1948-051,1948,3/14/1949,120010,12,OTHER,residual-area,SCDB_2025_01,9305795e6af396ca1580ecd0103c252244ce26b7262a126cc36c506f2fb69e93
1948-052,1948,3/28/1949,120010,12,OTHER,residual-area,SCDB_2025_01,a28ddb199ca21010381009c400ee9c3316af591cb9baf1f73168807b24dfe85d
1948-053,1948,3/28/1949,10290,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,cefa517496f18fe2ce8680e59896ee3b784d1b36ef7f3354a4e47dae11969a5e
1948-054,1948,3/28/1949,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,58060fb1d6caee3f37bca29eb7e9b1df1acb6350b63de1b745d62531ece1cb84
